集計年,都道府県コード,都道府県名,総人口
2006,17,石川県,1173000
2006,18,福井県,820000
2006,19,山梨県,880000
2006,20,長野県,2189000
2006,21,岐阜県,2105000
2006,22,静岡県,3795000
2006,23,愛知県,7307000
2006,24,三重県,1872000
2006,25,滋賀県,1390000
2006,26,京都府,2646000
2006,27,大阪府,8828000
2006,28,兵庫県,5592000
2006,29,奈良県,1417000
2006,30,和歌山県,1029000
2006,31,鳥取県,604000
2006,32,島根県,737000
2006,33,岡山県,1956000
2006,34,広島県,2875000
2006,35,山口県,1484000
2006,36,徳島県,806000
2006,37,香川県,1009000
2006,38,愛媛県,1460000
2006,39,高知県,790000
2006,40,福岡県,5057000
2006,41,佐賀県,863000
2006,42,長崎県,1467000
2006,43,熊本県,1838000
2006,44,大分県,1207000
2006,45,宮崎県,1150000
2006,46,鹿児島県,1744000
2006,47,沖縄県,1369000
2007,01,北海道,5579000
2007,02,青森県,1409000
2007,03,岩手県,1364000
2007,04,宮城県,2354000
2007,05,秋田県,1121000
2007,06,山形県,1198000
2007,07,福島県,2067000
2007,08,茨城県,2973000
2007,09,栃木県,2016000
2007,10,群馬県,2020000
2007,11,埼玉県,7106000
2007,12,千葉県,6119000
2007,13,東京都,12848000
2007,14,神奈川県,8912000
2007,15,新潟県,2408000
2007,16,富山県,1107000
2007,17,石川県,1173000
2007,18,福井県,817000
2007,19,山梨県,877000
2007,20,長野県,2182000
2007,21,岐阜県,2104000
2007,22,静岡県,3796000
2007,23,愛知県,7357000
2007,24,三重県,1873000
2007,25,滋賀県,1398000
2007,26,京都府,2643000
2007,27,大阪府,8839000
2007,28,兵庫県,5593000
2007,29,奈良県,1413000
2007,30,和歌山県,1021000
2007,31,鳥取県,601000
2007,32,島根県,733000
2007,33,岡山県,1956000
2007,34,広島県,2874000
2007,35,山口県,1476000
2007,36,徳島県,800000
2007,37,香川県,1006000
2007,38,愛媛県,1453000
2007,39,高知県,783000
2007,40,福岡県,5061000
2007,41,佐賀県,860000
2007,42,長崎県,1455000
2007,43,熊本県,1832000
2007,44,大分県,1206000
2007,45,宮崎県,1146000
2007,46,鹿児島県,1733000
2007,47,沖縄県,1374000
2008,01,北海道,5548000
2008,02,青森県,1395000
2008,03,岩手県,1352000
2008,04,宮城県,2349000
2008,05,秋田県,1109000
2008,06,山形県,1188000
2008,07,福島県,2054000
2008,08,茨城県,2971000
2008,09,栃木県,2015000
2008,10,群馬県,2017000
2008,11,埼玉県,7136000
2008,12,千葉県,6153000
2008,13,東京都,12973000
2008,14,神奈川県,8965000
2008,15,新潟県,2396000
2008,16,富山県,1103000
2008,17,石川県,1172000
2008,18,福井県,814000
2008,19,山梨県,871000
2008,20,長野県,2173000
2008,21,岐阜県,2100000
2008,22,静岡県,3793000
2008,23,愛知県,7399000
2008,24,三重県,1871000
2008,25,滋賀県,1405000
2008,26,京都府,2640000
2008,27,大阪府,8847000
2008,28,兵庫県,5592000
2008,29,奈良県,1407000
2008,30,和歌山県,1014000
2008,31,鳥取県,596000
2008,32,島根県,727000
2008,33,岡山県,1953000
2008,34,広島県,2870000
2008,35,山口県,1466000
2008,36,徳島県,795000
2008,37,香川県,1003000
2008,38,愛媛県,1445000
2008,39,高知県,775000
2008,40,福岡県,5062000
2008,41,佐賀県,856000
2008,42,長崎県,1443000
2008,43,熊本県,1826000
2008,44,大分県,1204000
2008,45,宮崎県,1141000
2008,46,鹿児島県,1721000
2008,47,沖縄県,1378000
2009,01,北海道,5524000
2009,02,青森県,1383000
2009,03,岩手県,1340000
2009,04,宮城県,2348000
2009,05,秋田県,1097000
2009,06,山形県,1178000
2009,07,福島県,2041000
2009,08,茨城県,2970000
2009,09,栃木県,2011000
2009,10,群馬県,2014000
2009,11,埼玉県,7161000
2009,12,千葉県,6180000
2009,13,東京都,13048000
2009,14,神奈川県,9006000
2009,15,新潟県,2385000
2009,16,富山県,1098000
2009,17,石川県,1171000
2009,18,福井県,810000
2009,19,山梨県,867000
2009,20,長野県,2162000
2009,21,岐阜県,2091000
2009,22,静岡県,3783000
2009,23,愛知県,7411000
2009,24,三重県,1864000
2009,25,滋賀県,1409000
2009,26,京都府,2637000
2009,27,大阪府,8855000
2009,28,兵庫県,5591000
2009,29,奈良県,1404000
2009,30,和歌山県,1008000
2009,31,鳥取県,592000
2009,32,島根県,721000
2009,33,岡山県,1949000
2009,34,広島県,2864000
2009,35,山口県,1459000
2009,36,徳島県,790000
2009,37,香川県,999000
2009,38,愛媛県,1438000
2009,39,高知県,769000
2009,40,福岡県,5064000
2009,41,佐賀県,853000
2009,42,長崎県,1434000
2009,43,熊本県,1821000
2009,44,大分県,1200000
2009,45,宮崎県,1138000
2009,46,鹿児島県,1712000
2009,47,沖縄県,1385000
2010,01,北海道,5506419
2010,02,青森県,1373339
2010,03,岩手県,1330147
2010,04,宮城県,2348165
2010,05,秋田県,1085997
2010,06,山形県,1168924
2010,07,福島県,2029064
2010,08,茨城県,2969770
2010,09,栃木県,2007683
2010,10,群馬県,2008068
2010,11,埼玉県,7194556
2010,12,千葉県,6216289
2010,13,東京都,13159388
2010,14,神奈川県,9048331
2010,15,新潟県,2374450
2010,16,富山県,1093247
2010,17,石川県,1169788
2010,18,福井県,806314
2010,19,山梨県,863075
2010,20,長野県,2152449
2010,21,岐阜県,2080773
2010,22,静岡県,3765007
2010,23,愛知県,7410719
2010,24,三重県,1854724
2010,25,滋賀県,1410777
2010,26,京都府,2636092
2010,27,大阪府,8865245
2010,28,兵庫県,5588133
2010,29,奈良県,1400728
2010,30,和歌山県,1002198
2010,31,鳥取県,588667
2010,32,島根県,717397
2010,33,岡山県,1945276
2010,34,広島県,2860750
2010,35,山口県,1451338
2010,36,徳島県,785491
2010,37,香川県,995842
2010,38,愛媛県,1431493
2010,39,高知県,764456
2010,40,福岡県,5071968
2010,41,佐賀県,849788
2010,42,長崎県,1426779
2010,43,熊本県,1817426
2010,44,大分県,1196529
2010,45,宮崎県,1135233
2010,46,鹿児島県,1706242
2010,47,沖縄県,1392818
2011,01,北海道,5488000
2011,02,青森県,1363000
2011,03,岩手県,1315000
2011,04,宮城県,2326000
2011,05,秋田県,1075000
2011,06,山形県,1162000
2011,07,福島県,1988000
2011,08,茨城県,2960000
2011,09,栃木県,2000000
2011,10,群馬県,2001000
2011,11,埼玉県,7209000
2011,12,千葉県,6217000
2011,13,東京都,13198000
2011,14,神奈川県,9060000
2011,15,新潟県,2364000
2011,16,富山県,1088000
2011,17,石川県,1167000
2011,18,福井県,803000
2011,19,山梨県,857000
2011,20,長野県,2142000
2011,21,岐阜県,2071000
2011,22,静岡県,3752000
2011,23,愛知県,7418000
2011,24,三重県,1847000
2011,25,滋賀県,1413000
2011,26,京都府,2633000
2011,27,大阪府,8863000
2011,28,兵庫県,5584000
2011,29,奈良県,1395000
2011,30,和歌山県,995000
2011,31,鳥取県,586000
2011,32,島根県,713000
2011,33,岡山県,1941000
2011,34,広島県,2858000
2011,35,山口県,1444000
2011,36,徳島県,780000
2011,37,香川県,992000
2011,38,愛媛県,1424000
2011,39,高知県,758000
2011,40,福岡県,5081000
2011,41,佐賀県,847000
2011,42,長崎県,1418000
2011,43,熊本県,1813000
2011,44,大分県,1192000
2011,45,宮崎県,1130000
2011,46,鹿児島県,1697000
2011,47,沖縄県,1402000
2012,01,北海道,5465000
2012,02,青森県,1350000
2012,03,岩手県,1306000
2012,04,宮城県,2329000
2012,05,秋田県,1063000
2012,06,山形県,1153000
2012,07,福島県,1957000
2012,08,茨城県,2947000
2012,09,栃木県,1992000
2012,10,群馬県,1994000
2012,11,埼玉県,7216000
2012,12,千葉県,6200000
2012,13,東京都,13234000
2012,14,神奈川県,9070000
2012,15,新潟県,2350000
2012,16,富山県,1083000
2012,17,石川県,1164000
2012,18,福井県,800000
2012,19,山梨県,852000
2012,20,長野県,2132000
2012,21,岐阜県,2062000
2012,22,静岡県,3739000
2012,23,愛知県,7431000
2012,24,三重県,1841000
2012,25,滋賀県,1414000
2012,26,京都府,2628000
2012,27,大阪府,8861000
2012,28,兵庫県,5575000
2012,29,奈良県,1388000
2012,30,和歌山県,988000
2012,31,鳥取県,583000
2012,32,島根県,708000
2012,33,岡山県,1937000
2012,34,広島県,2855000
2012,35,山口県,1434000
2012,36,徳島県,775000
2012,37,香川県,989000
2012,38,愛媛県,1415000
2012,39,高知県,751000
2012,40,福岡県,5089000
2012,41,佐賀県,845000
2012,42,長崎県,1408000
2012,43,熊本県,1807000
2012,44,大分県,1186000
2012,45,宮崎県,1125000
2012,46,鹿児島県,1687000
2012,47,沖縄県,1411000
2013,01,北海道,5438000
2013,02,青森県,1337000
2013,03,岩手県,1299000
2013,04,宮城県,2333000
2013,05,秋田県,1050000
2013,06,山形県,1144000
2013,07,福島県,1940000
2013,08,茨城県,2937000
2013,09,栃木県,1986000
2013,10,群馬県,1986000
2013,11,埼玉県,7228000
2013,12,千葉県,6201000
2013,13,東京都,13307000
2013,14,神奈川県,9084000
2013,15,新潟県,2336000
2013,16,富山県,1077000
2013,17,石川県,1160000
2013,18,福井県,796000
2013,19,山梨県,847000
2013,20,長野県,2122000
2013,21,岐阜県,2053000
2013,22,静岡県,3730000
2013,23,愛知県,7449000
2013,24,三重県,1833000
2013,25,滋賀県,1415000
2013,26,京都府,2622000
2013,27,大阪府,8856000
2013,28,兵庫県,5565000
2013,29,奈良県,1381000
2013,30,和歌山県,980000
2013,31,鳥取県,580000
2013,32,島根県,704000
2013,33,岡山県,1932000
2013,34,広島県,2850000
2013,35,山口県,1425000
2013,36,徳島県,769000
2013,37,香川県,985000
2013,38,愛媛県,1406000
2013,39,高知県,743000
2013,40,福岡県,5096000
2013,41,佐賀県,841000
2013,42,長崎県,1397000
2013,43,熊本県,1801000
2013,44,大分県,1180000
2013,45,宮崎県,1119000
2013,46,鹿児島県,1675000
2013,47,沖縄県,1419000
2014,01,北海道,5410000
2014,02,青森県,1323000
2014,03,岩手県,1290000
2014,04,宮城県,2335000
2014,05,秋田県,1037000
2014,06,山形県,1134000
2014,07,福島県,1927000
2014,08,茨城県,2927000
2014,09,栃木県,1980000
2014,10,群馬県,1979000
2014,11,埼玉県,7247000
2014,12,千葉県,6209000
2014,13,東京都,13399000
2014,14,神奈川県,9103000
2014,15,新潟県,2320000
2014,16,富山県,1072000
2014,17,石川県,1157000
2014,18,福井県,791000
2014,19,山梨県,841000
2014,20,長野県,2110000
2014,21,岐阜県,2043000
2014,22,静岡県,3715000
2014,23,愛知県,7464000
2014,24,三重県,1826000
2014,25,滋賀県,1414000
2014,26,京都府,2616000
2014,27,大阪府,8845000
2014,28,兵庫県,5550000
2014,29,奈良県,1373000
2014,30,和歌山県,972000
2014,31,鳥取県,577000
2014,32,島根県,699000
2014,33,岡山県,1926000
2014,34,広島県,2846000
2014,35,山口県,1415000
2014,36,徳島県,763000
2014,37,香川県,980000
2014,38,愛媛県,1396000
2014,39,高知県,736000
2014,40,福岡県,5099000
2014,41,佐賀県,837000
2014,42,長崎県,1387000
2014,43,熊本県,1795000
2014,44,大分県,1173000
2014,45,宮崎県,1112000
2014,46,鹿児島県,1662000
2014,47,沖縄県,1426000
2015,01,北海道,5381733
2015,02,青森県,1308265
2015,03,岩手県,1279594
2015,04,宮城県,2333899
2015,05,秋田県,1023119
2015,06,山形県,1123891
2015,07,福島県,1914039
2015,08,茨城県,2916976
2015,09,栃木県,1974255
2015,10,群馬県,1973115
2015,11,埼玉県,7266534
2015,12,千葉県,6222666
2015,13,東京都,13515271
2015,14,神奈川県,9126214
2015,15,新潟県,2304264
2015,16,富山県,1066328
2015,17,石川県,1154008
2015,18,福井県,786740
2015,19,山梨県,834930
2015,20,長野県,2098804
2015,21,岐阜県,2031903
2015,22,静岡県,3700305
2015,23,愛知県,7483128
2015,24,三重県,1815865
2015,25,滋賀県,1412916
2015,26,京都府,2610353
2015,27,大阪府,8839469
2015,28,兵庫県,5534800
2015,29,奈良県,1364316
2015,30,和歌山県,963579
2015,31,鳥取県,573441
2015,32,島根県,694352
2015,33,岡山県,1921525
2015,34,広島県,2843990
2015,35,山口県,1404729
2015,36,徳島県,755733
2015,37,香川県,976263
2015,38,愛媛県,1385262
2015,39,高知県,728276
2015,40,福岡県,5101556
2015,41,佐賀県,832832
2015,42,長崎県,1377187
2015,43,熊本県,1786170
2015,44,大分県,1166338
2015,45,宮崎県,1104069
2015,46,鹿児島県,1648177
2015,47,沖縄県,1433566
2016,01,北海道,5352000
2016,02,青森県,1293000
2016,03,岩手県,1268000
2016,04,宮城県,2330000
2016,05,秋田県,1010000
2016,06,山形県,1113000
2016,07,福島県,1901000
2016,08,茨城県,2905000
2016,09,栃木県,1966000
2016,10,群馬県,1967000
2016,11,埼玉県,7289000
2016,12,千葉県,6236000
2016,13,東京都,13624000
2016,14,神奈川県,9145000
2016,15,新潟県,2286000
2016,16,富山県,1061000
2016,17,石川県,1151000
2016,18,福井県,782000
2016,19,山梨県,830000
2016,20,長野県,2088000
2016,21,岐阜県,2022000
2016,22,静岡県,3688000
2016,23,愛知県,7507000
2016,24,三重県,1808000
2016,25,滋賀県,1413000
2016,26,京都府,2605000
2016,27,大阪府,8833000
2016,28,兵庫県,5520000
2016,29,奈良県,1356000
2016,30,和歌山県,954000
2016,31,鳥取県,570000
2016,32,島根県,690000
2016,33,岡山県,1915000
2016,34,広島県,2837000
2016,35,山口県,1394000
2016,36,徳島県,750000
2016,37,香川県,972000
2016,38,愛媛県,1375000
2016,39,高知県,721000
2016,40,福岡県,5104000
2016,41,佐賀県,828000
2016,42,長崎県,1367000
2016,43,熊本県,1774000
2016,44,大分県,1160000
2016,45,宮崎県,1096000
2016,46,鹿児島県,1637000
2016,47,沖縄県,1439000
2017,01,北海道,5320000
2017,02,青森県,1278000
2017,03,岩手県,1255000
2017,04,宮城県,2323000
2017,05,秋田県,996000
2017,06,山形県,1102000
2017,07,福島県,1882000
2017,08,茨城県,2892000
2017,09,栃木県,1957000
2017,10,群馬県,1960000
2017,11,埼玉県,7310000
2017,12,千葉県,6246000
2017,13,東京都,13724000
2017,14,神奈川県,9159000
2017,15,新潟県,2267000
2017,16,富山県,1056000
2017,17,石川県,1147000
2017,18,福井県,779000
2017,19,山梨県,823000
2017,20,長野県,2076000
2017,21,岐阜県,2008000
2017,22,静岡県,3675000
2017,23,愛知県,7525000
2017,24,三重県,1800000
2017,25,滋賀県,1413000
2017,26,京都府,2599000
2017,27,大阪府,8823000
2017,28,兵庫県,5503000
2017,29,奈良県,1348000
2017,30,和歌山県,945000
2017,31,鳥取県,565000
2017,32,島根県,685000
2017,33,岡山県,1907000
2017,34,広島県,2829000
2017,35,山口県,1383000
2017,36,徳島県,743000
2017,37,香川県,967000
2017,38,愛媛県,1364000
2017,39,高知県,714000
2017,40,福岡県,5107000
2017,41,佐賀県,824000
2017,42,長崎県,1354000
2017,43,熊本県,1765000
2017,44,大分県,1152000
2017,45,宮崎県,1089000
2017,46,鹿児島県,1626000
2017,47,沖縄県,1443000
2018,01,北海道,5286000
2018,02,青森県,1263000
2018,03,岩手県,1241000
2018,04,宮城県,2316000
2018,05,秋田県,981000
2018,06,山形県,1090000
2018,07,福島県,1864000
2018,08,茨城県,2877000
2018,09,栃木県,1946000
2018,10,群馬県,1952000
2018,11,埼玉県,7330000
2018,12,千葉県,6255000
2018,13,東京都,13822000
2018,14,神奈川県,9177000
2018,15,新潟県,2246000
2018,16,富山県,1050000
2018,17,石川県,1143000
2018,18,福井県,774000
2018,19,山梨県,817000
2018,20,長野県,2063000
2018,21,岐阜県,1997000
2018,22,静岡県,3659000
2018,23,愛知県,7537000
2018,24,三重県,1791000
2018,25,滋賀県,1412000
2018,26,京都府,2591000
2018,27,大阪府,8813000
2018,28,兵庫県,5484000
2018,29,奈良県,1339000
2018,30,和歌山県,935000
2018,31,鳥取県,560000
2018,32,島根県,680000
2018,33,岡山県,1898000
2018,34,広島県,2817000
2018,35,山口県,1370000
2018,36,徳島県,736000
2018,37,香川県,962000
2018,38,愛媛県,1352000
2018,39,高知県,706000
2018,40,福岡県,5107000
2018,41,佐賀県,819000
2018,42,長崎県,1341000
2018,43,熊本県,1757000
2018,44,大分県,1144000
2018,45,宮崎県,1081000
2018,46,鹿児島県,1614000
2018,47,沖縄県,1448000
2020,01,北海道,5216615
2020,02,青森県,1235971
2020,03,岩手県,1224194
2020,04,宮城県,2296113
2020,05,秋田県,955838
2020,06,山形県,1072473
2020,07,福島県,1827632
2020,08,茨城県,2844791
2020,09,栃木県,1930235
2020,10,群馬県,1926268
2020,11,埼玉県,7272830
2020,12,千葉県,6204651
2020,13,東京都,13732951
2020,14,神奈川県,9141394
2020,15,新潟県,2223647
2020,16,富山県,1034691
2020,17,石川県,1133021
2020,18,福井県,764081
2020,19,山梨県,800729
2020,20,長野県,2033235
2020,21,岐阜県,1972964
2020,22,静岡県,3615586
2020,23,愛知県,7505224
2020,24,三重県,1768098
2020,25,滋賀県,1409153
2020,26,京都府,2573772
2020,27,大阪府,8732289
2020,28,兵庫県,5443224
2020,29,奈良県,1320075
2020,30,和歌山県,921152
2020,31,鳥取県,556367
2020,32,島根県,669797
2020,33,岡山県,1889729
2020,34,広島県,2814088
2020,35,山口県,1352379
2020,36,徳島県,723087
2020,37,香川県,951400
2020,38,愛媛県,1332802
2020,39,高知県,691090
2020,40,福岡県,5097530
2020,41,佐賀県,810484
2020,42,長崎県,1320596
2020,43,熊本県,1742273
2020,44,大分県,1130771
2020,45,宮崎県,1066719
2020,46,鹿児島県,1583263
2020,47,沖縄県,1459570
2025,01,北海道,5016554
2025,02,青森県,1157332
2025,03,岩手県,1161638
2025,04,宮城県,2227471
2025,05,秋田県,885285
2025,06,山形県,1015910
2025,07,福島県,1733103
2025,08,茨城県,2750204
2025,09,栃木県,1872842
2025,10,群馬県,1865565
2025,11,埼玉県,7202953
2025,12,千葉県,6118170
2025,13,東京都,13845936
2025,14,神奈川県,9069562
2025,15,新潟県,2131156
2025,16,富山県,996442
2025,17,石川県,1104368
2025,18,福井県,737898
2025,19,山梨県,763274
2025,20,長野県,1957953
2025,21,岐阜県,1901131
2025,22,静岡県,3506064
2025,23,愛知県,7455615
2025,24,三重県,1709820
2025,25,滋賀県,1394593
2025,26,京都府,2509875
2025,27,大阪府,8526202
2025,28,兵庫県,5306083
2025,29,奈良県,1264574
2025,30,和歌山県,875553
2025,31,鳥取県,536747
2025,32,島根県,642787
2025,33,岡山県,1846230
2025,34,広島県,2758220
2025,35,山口県,1292809
2025,36,徳島県,687680
2025,37,香川県,921343
2025,38,愛媛県,1274128
2025,39,高知県,652757
2025,40,福岡県,5042774
2025,41,佐賀県,784789
2025,42,長崎県,1257939
2025,43,熊本県,1691314
2025,44,大分県,1089084
2025,45,宮崎県,1023170
2025,46,鹿児島県,1510970
2025,47,沖縄県,1468236
2030,01,北海道,4791592
2030,02,青森県,1076393
2030,03,岩手県,1096141
2030,04,宮城県,2143601
2030,05,秋田県,814295
2030,06,山形県,957314
2030,07,福島県,1635235
2030,08,茨城県,2638185
2030,09,栃木県,1805949
2030,10,群馬県,1796233
2030,11,埼玉県,7076167
2030,12,千葉県,5985915
2030,13,東京都,13882538
2030,14,神奈川県,8933474
2030,15,新潟県,2031445
2030,16,富山県,954745
2030,17,石川県,1070727
2030,18,福井県,709753
2030,19,山梨県,724352
2030,20,長野県,1877667
2030,21,岐阜県,1820918
2030,22,静岡県,3380104
2030,23,愛知県,7359302
2030,24,三重県,1645050
2030,25,滋賀県,1371841
2030,26,京都府,2430849
2030,27,大阪府,8262029
2030,28,兵庫県,5139095
2030,29,奈良県,1202479
2030,30,和歌山県,829087
2030,31,鳥取県,516255
2030,32,島根県,615424
2030,33,岡山県,1796872
2030,34,広島県,2689284
2030,35,山口県,1230324
2030,36,徳島県,651234
2030,37,香川県,888509
2030,38,愛媛県,1212388
2030,39,高知県,614449
2030,40,福岡県,4955295
2030,41,佐賀県,757242
2030,42,長崎県,1192223
2030,43,熊本県,1635901
2030,44,大分県,1044038
2030,45,宮崎県,976626
2030,46,鹿児島県,1436753
2030,47,沖縄県,1469847
2035,01,北海道,4546357
2035,02,青森県,993737
2035,03,岩手県,1028673
2035,04,宮城県,2046219
2035,05,秋田県,744014
2035,06,山形県,897075
2035,07,福島県,1533521
2035,08,茨城県,2512144
2035,09,栃木県,1730414
2035,10,群馬県,1719914
2035,11,埼玉県,6909319
2035,12,千葉県,5822882
2035,13,東京都,13851782
2035,14,神奈川県,8750958
2035,15,新潟県,1926432
2035,16,富山県,910161
2035,17,石川県,1032500
2035,18,福井県,679595
2035,19,山梨県,683945
2035,20,長野県,1793174
2035,21,岐阜県,1735195
2035,22,静岡県,3241803
2035,23,愛知県,7227958
2035,24,三重県,1575867
2035,25,滋賀県,1341440
2035,26,京都府,2338843
2035,27,大阪府,7962983
2035,28,兵庫県,4948778
2035,29,奈良県,1135578
2035,30,和歌山県,781816
2035,31,鳥取県,494893
2035,32,島根県,587556
2035,33,岡山県,1741517
2035,34,広島県,2609116
2035,35,山口県,1165692
2035,36,徳島県,613686
2035,37,香川県,853054
2035,38,愛媛県,1148113
2035,39,高知県,575728
2035,40,福岡県,4841878
2035,41,佐賀県,728170
2035,42,長崎県,1124291
2035,43,熊本県,1576825
2035,44,大分県,996732
2035,45,宮崎県,928034
2035,46,鹿児島県,1361575
2035,47,沖縄県,1465761
2040,01,北海道,4280427
2040,02,青森県,908974
2040,03,岩手県,957788
2040,04,宮城県,1933258
2040,05,秋田県,672617
2040,06,山形県,833844
2040,07,福島県,1426392
2040,08,茨城県,2376146
2040,09,栃木県,1647288
2040,10,群馬県,1637642
2040,11,埼玉県,6721414
2040,12,千葉県,5645611
2040,13,東京都,13758624
2040,14,神奈川県,8541016
2040,15,新潟県,1814665
2040,16,富山県,863342
2040,17,石川県,990439
2040,18,福井県,647241
2040,19,山梨県,641932
2040,20,長野県,1704857
2040,21,岐阜県,1645898
2040,22,静岡県,3094264
2040,23,愛知県,7070766
2040,24,三重県,1503635
2040,25,滋賀県,1304201
2040,26,京都府,2238226
2040,27,大阪府,7649229
2040,28,兵庫県,4742647
2040,29,奈良県,1066267
2040,30,和歌山県,734325
2040,31,鳥取県,472156
2040,32,島根県,558290
2040,33,岡山県,1681383
2040,34,広島県,2520520
2040,35,山口県,1099619
2040,36,徳島県,574474
2040,37,香川県,814677
2040,38,愛媛県,1080610
2040,39,高知県,536443
2040,40,福岡県,4704812
2040,41,佐賀県,696815
2040,42,長崎県,1053851
2040,43,熊本県,1511793
2040,44,大分県,946917
2040,45,宮崎県,876863
2040,46,鹿児島県,1284036
2040,47,沖縄県,1452321
2045,01,北海道,4004973
2045,02,青森県,823610
2045,03,岩手県,884518
2045,04,宮城県,1809021
2045,05,秋田県,601649
2045,06,山形県,768490
2045,07,福島県,1314903
2045,08,茨城県,2235686
2045,09,栃木県,1560619
2045,10,群馬県,1552950
2045,11,埼玉県,6524800
2045,12,千葉県,5463363
2045,13,東京都,13606683
2045,14,神奈川県,8312524
2045,15,新潟県,1698989
2045,16,富山県,817398
2045,17,石川県,947918
2045,18,福井県,614144
2045,19,山梨県,598935
2045,20,長野県,1614511
2045,21,岐阜県,1556529
2045,22,静岡県,2942865
2045,23,愛知県,6899465
2045,24,三重県,1430804
2045,25,滋賀県,1262924
2045,26,京都府,2136807
2045,27,大阪府,7335352
2045,28,兵庫県,4532499
2045,29,奈良県,998076
2045,30,和歌山県,688031
2045,31,鳥取県,448529
2045,32,島根県,528988
2045,33,岡山県,1620031
2045,34,広島県,2428818
2045,35,山口県,1035661
2045,36,徳島県,535370
2045,37,香川県,776478
2045,38,愛媛県,1012995
2045,39,高知県,498460
2045,40,福岡県,4554486
2045,41,佐賀県,663781
2045,42,長崎県,982200
2045,43,熊本県,1442442
2045,44,大分県,896653
2045,45,宮崎県,824806
2045,46,鹿児島県,1204146
2045,47,沖縄県,1428305
