集計年,都道府県コード,都道府県名,総人口
1960,01,北海道,5039206
1960,02,青森県,1426606
1960,03,岩手県,1448517
1960,04,宮城県,1743195
1960,05,秋田県,1335580
1960,06,山形県,1320664
1960,07,福島県,2051137
1960,08,茨城県,2047024
1960,09,栃木県,1513624
1960,10,群馬県,1578476
1960,11,埼玉県,2430871
1960,12,千葉県,2306010
1960,13,東京都,9683802
1960,14,神奈川県,3443176
1960,15,新潟県,2442037
1960,16,富山県,1032614
1960,17,石川県,973418
1960,18,福井県,752696
1960,19,山梨県,782062
1960,20,長野県,1981433
1960,21,岐阜県,1638399
1960,22,静岡県,2756271
1960,23,愛知県,4206313
1960,24,三重県,1485054
1960,25,滋賀県,842695
1960,26,京都府,1993403
1960,27,大阪府,5504746
1960,28,兵庫県,3906487
1960,29,奈良県,781058
1960,30,和歌山県,1002191
1960,31,鳥取県,599135
1960,32,島根県,888886
1960,33,岡山県,1670454
1960,34,広島県,2184043
1960,35,山口県,1602207
1960,36,徳島県,847274
1960,37,香川県,918867
1960,38,愛媛県,1500687
1960,39,高知県,854595
1960,40,福岡県,4006679
1960,41,佐賀県,942874
1960,42,長崎県,1760421
1960,43,熊本県,1856192
1960,44,大分県,1239655
1960,45,宮崎県,1134590
1960,46,鹿児島県,1963104
1960,47,沖縄県,883122
1961,01,北海道,5073000
1961,02,青森県,1427000
1961,03,岩手県,1444000
1961,04,宮城県,1740000
1961,05,秋田県,1327000
1961,06,山形県,1310000
1961,07,福島県,2037000
1961,08,茨城県,2053000
1961,09,栃木県,1513000
1961,10,群馬県,1581000
1961,11,埼玉県,2497000
1961,12,千葉県,2356000
1961,13,東京都,9967000
1961,14,神奈川県,3606000
1961,15,新潟県,2434000
1961,16,富山県,1032000
1961,17,石川県,975000
1961,18,福井県,753000
1961,19,山梨県,777000
1961,20,長野県,1975000
1961,21,岐阜県,1645000
1961,22,静岡県,2781000
1961,23,愛知県,4319000
1961,24,三重県,1491000
1961,25,滋賀県,844000
1961,26,京都府,2009000
1961,27,大阪府,5735000
1961,28,兵庫県,3986000
1961,29,奈良県,784000
1961,30,和歌山県,1004000
1961,31,鳥取県,595000
1961,32,島根県,879000
1961,33,岡山県,1663000
1961,34,広島県,2194000
1961,35,山口県,1594000
1961,36,徳島県,839000
1961,37,香川県,911000
1961,38,愛媛県,1488000
1961,39,高知県,845000
1961,40,福岡県,3995000
1961,41,佐賀県,930000
1961,42,長崎県,1742000
1961,43,熊本県,1838000
1961,44,大分県,1230000
1961,45,宮崎県,1127000
1961,46,鹿児島県,1943000
1961,47,沖縄県,
1962,01,北海道,5099000
1962,02,青森県,1421000
1962,03,岩手県,1438000
1962,04,宮城県,1735000
1962,05,秋田県,1313000
1962,06,山形県,1296000
1962,07,福島県,2021000
1962,08,茨城県,2056000
1962,09,栃木県,1513000
1962,10,群馬県,1584000
1962,11,埼玉県,2588000
1962,12,千葉県,2428000
1962,13,東京都,10224000
1962,14,神奈川県,3801000
1962,15,新潟県,2421000
1962,16,富山県,1029000
1962,17,石川県,974000
1962,18,福井県,752000
1962,19,山梨県,770000
1962,20,長野県,1969000
1962,21,岐阜県,1656000
1962,22,静岡県,2810000
1962,23,愛知県,4431000
1962,24,三重県,1496000
1962,25,滋賀県,847000
1962,26,京都府,2029000
1962,27,大阪府,5982000
1962,28,兵庫県,4075000
1962,29,奈良県,789000
1962,30,和歌山県,1006000
1962,31,鳥取県,591000
1962,32,島根県,866000
1962,33,岡山県,1653000
1962,34,広島県,2211000
1962,35,山口県,1585000
1962,36,徳島県,832000
1962,37,香川県,904000
1962,38,愛媛県,1474000
1962,39,高知県,835000
1962,40,福岡県,3990000
1962,41,佐賀県,911000
1962,42,長崎県,1713000
1962,43,熊本県,1817000
1962,44,大分県,1217000
1962,45,宮崎県,1114000
1962,46,鹿児島県,1914000
1962,47,沖縄県,
1963,01,北海道,5120000
1963,02,青森県,1419000
1963,03,岩手県,1431000
1963,04,宮城県,1738000
1963,05,秋田県,1302000
1963,06,山形県,1285000
1963,07,福島県,2007000
1963,08,茨城県,2053000
1963,09,栃木県,1516000
1963,10,群馬県,1589000
1963,11,埼玉県,2718000
1963,12,千葉県,2505000
1963,13,東京都,10470000
1963,14,神奈川県,3990000
1963,15,新潟県,2412000
1963,16,富山県,1028000
1963,17,石川県,975000
1963,18,福井県,752000
1963,19,山梨県,767000
1963,20,長野県,1965000
1963,21,岐阜県,1673000
1963,22,静岡県,2842000
1963,23,愛知県,4551000
1963,24,三重県,1505000
1963,25,滋賀県,846000
1963,26,京都府,2052000
1963,27,大阪府,6206000
1963,28,兵庫県,4156000
1963,29,奈良県,800000
1963,30,和歌山県,1011000
1963,31,鳥取県,588000
1963,32,島根県,852000
1963,33,岡山県,1646000
1963,34,広島県,2231000
1963,35,山口県,1569000
1963,36,徳島県,826000
1963,37,香川県,904000
1963,38,愛媛県,1462000
1963,39,高知県,828000
1963,40,福岡県,3970000
1963,41,佐賀県,894000
1963,42,長崎県,1693000
1963,43,熊本県,1801000
1963,44,大分県,1209000
1963,45,宮崎県,1101000
1963,46,鹿児島県,1895000
1963,47,沖縄県,
1964,01,北海道,5143000
1964,02,青森県,1419000
1964,03,岩手県,1420000
1964,04,宮城県,1745000
1964,05,秋田県,1292000
1964,06,山形県,1275000
1964,07,福島県,1995000
1964,08,茨城県,2055000
1964,09,栃木県,1519000
1964,10,群馬県,1597000
1964,11,埼玉県,2864000
1964,12,千葉県,2609000
1964,13,東京都,10668000
1964,14,神奈川県,4203000
1964,15,新潟県,2404000
1964,16,富山県,1027000
1964,17,石川県,978000
1964,18,福井県,752000
1964,19,山梨県,765000
1964,20,長野県,1961000
1964,21,岐阜県,1685000
1964,22,静岡県,2876000
1964,23,愛知県,4680000
1964,24,三重県,1512000
1964,25,滋賀県,849000
1964,26,京都府,2076000
1964,27,大阪府,6440000
1964,28,兵庫県,4238000
1964,29,奈良県,811000
1964,30,和歌山県,1019000
1964,31,鳥取県,584000
1964,32,島根県,837000
1964,33,岡山県,1643000
1964,34,広島県,2255000
1964,35,山口県,1551000
1964,36,徳島県,820000
1964,37,香川県,902000
1964,38,愛媛県,1451000
1964,39,高知県,821000
1964,40,福岡県,3954000
1964,41,佐賀県,881000
1964,42,長崎県,1660000
1964,43,熊本県,1783000
1964,44,大分県,1198000
1964,45,宮崎県,1089000
1964,46,鹿児島県,1876000
1964,47,沖縄県,
1965,01,北海道,5171800
1965,02,青森県,1416591
1965,03,岩手県,1411118
1965,04,宮城県,1753126
1965,05,秋田県,1279835
1965,06,山形県,1263103
1965,07,福島県,1983754
1965,08,茨城県,2056154
1965,09,栃木県,1521656
1965,10,群馬県,1605584
1965,11,埼玉県,3014983
1965,12,千葉県,2701770
1965,13,東京都,10869244
1965,14,神奈川県,4430743
1965,15,新潟県,2398931
1965,16,富山県,1025465
1965,17,石川県,980499
1965,18,福井県,750557
1965,19,山梨県,763194
1965,20,長野県,1958007
1965,21,岐阜県,1700365
1965,22,静岡県,2912521
1965,23,愛知県,4798653
1965,24,三重県,1514467
1965,25,滋賀県,853385
1965,26,京都府,2102808
1965,27,大阪府,6657189
1965,28,兵庫県,4309944
1965,29,奈良県,825965
1965,30,和歌山県,1026975
1965,31,鳥取県,579853
1965,32,島根県,821620
1965,33,岡山県,1645135
1965,34,広島県,2281146
1965,35,山口県,1543573
1965,36,徳島県,815115
1965,37,香川県,900845
1965,38,愛媛県,1446384
1965,39,高知県,812714
1965,40,福岡県,3964611
1965,41,佐賀県,871885
1965,42,長崎県,1641245
1965,43,熊本県,1770736
1965,44,大分県,1187480
1965,45,宮崎県,1080692
1965,46,鹿児島県,1853541
1965,47,沖縄県,934176
1966,01,北海道,5187000
1966,02,青森県,1418000
1966,03,岩手県,1403000
1966,04,宮城県,1760000
1966,05,秋田県,1270000
1966,06,山形県,1252000
1966,07,福島県,1969000
1966,08,茨城県,2052000
1966,09,栃木県,1523000
1966,10,群馬県,1605000
1966,11,埼玉県,3161000
1966,12,千葉県,2783000
1966,13,東京都,11018000
1966,14,神奈川県,4595000
1966,15,新潟県,2387000
1966,16,富山県,1022000
1966,17,石川県,980000
1966,18,福井県,746000
1966,19,山梨県,761000
1966,20,長野県,1950000
1966,21,岐阜県,1701000
1966,22,静岡県,2933000
1966,23,愛知県,4886000
1966,24,三重県,1514000
1966,25,滋賀県,853000
1966,26,京都府,2122000
1966,27,大阪府,6815000
1966,28,兵庫県,4360000
1966,29,奈良県,838000
1966,30,和歌山県,1028000
1966,31,鳥取県,575000
1966,32,島根県,810000
1966,33,岡山県,1648000
1966,34,広島県,2301000
1966,35,山口県,1532000
1966,36,徳島県,808000
1966,37,香川県,896000
1966,38,愛媛県,1437000
1966,39,高知県,805000
1966,40,福岡県,3980000
1966,41,佐賀県,868000
1966,42,長崎県,1634000
1966,43,熊本県,1762000
1966,44,大分県,1177000
1966,45,宮崎県,1078000
1966,46,鹿児島県,1836000
1966,47,沖縄県,
1967,01,北海道,5205000
1967,02,青森県,1423000
1967,03,岩手県,1396000
1967,04,宮城県,1774000
1967,05,秋田県,1264000
1967,06,山形県,1247000
1967,07,福島県,1963000
1967,08,茨城県,2064000
1967,09,栃木県,1531000
1967,10,群馬県,1617000
1967,11,埼玉県,3328000
1967,12,千葉県,2903000
1967,13,東京都,11162000
1967,14,神奈川県,4800000
1967,15,新潟県,2383000
1967,16,富山県,1022000
1967,17,石川県,985000
1967,18,福井県,745000
1967,19,山梨県,762000
1967,20,長野県,1949000
1967,21,岐阜県,1713000
1967,22,静岡県,2973000
1967,23,愛知県,4999000
1967,24,三重県,1517000
1967,25,滋賀県,858000
1967,26,京都府,2154000
1967,27,大阪府,7009000
1967,28,兵庫県,4425000
1967,29,奈良県,856000
1967,30,和歌山県,1033000
1967,31,鳥取県,573000
1967,32,島根県,801000
1967,33,岡山県,1660000
1967,34,広島県,2331000
1967,35,山口県,1525000
1967,36,徳島県,804000
1967,37,香川県,898000
1967,38,愛媛県,1432000
1967,39,高知県,801000
1967,40,福岡県,3999000
1967,41,佐賀県,865000
1967,42,長崎県,1627000
1967,43,熊本県,1757000
1967,44,大分県,1171000
1967,45,宮崎県,1075000
1967,46,鹿児島県,1819000
1967,47,沖縄県,
1968,01,北海道,5213000
1968,02,青森県,1426000
1968,03,岩手県,1390000
1968,04,宮城県,1789000
1968,05,秋田県,1256000
1968,06,山形県,1240000
1968,07,福島県,1955000
1968,08,茨城県,2079000
1968,09,栃木県,1543000
1968,10,群馬県,1629000
1968,11,埼玉県,3492000
1968,12,千葉県,3032000
1968,13,東京都,11286000
1968,14,神奈川県,5024000
1968,15,新潟県,2376000
1968,16,富山県,1022000
1968,17,石川県,989000
1968,18,福井県,744000
1968,19,山梨県,761000
1968,20,長野県,1950000
1968,21,岐阜県,1723000
1968,22,静岡県,3011000
1968,23,愛知県,5124000
1968,24,三重県,1522000
1968,25,滋賀県,865000
1968,26,京都府,2187000
1968,27,大阪府,7213000
1968,28,兵庫県,4496000
1968,29,奈良県,877000
1968,30,和歌山県,1037000
1968,31,鳥取県,571000
1968,32,島根県,791000
1968,33,岡山県,1672000
1968,34,広島県,2367000
1968,35,山口県,1515000
1968,36,徳島県,798000
1968,37,香川県,899000
1968,38,愛媛県,1425000
1968,39,高知県,796000
1968,40,福岡県,4009000
1968,41,佐賀県,856000
1968,42,長崎県,1613000
1968,43,熊本県,1742000
1968,44,大分県,1164000
1968,45,宮崎県,1069000
1968,46,鹿児島県,1792000
1968,47,沖縄県,
1969,01,北海道,5210000
1969,02,青森県,1429000
1969,03,岩手県,1382000
1969,04,宮城県,1803000
1969,05,秋田県,1249000
1969,06,山形県,1233000
1969,07,福島県,1951000
1969,08,茨城県,2109000
1969,09,栃木県,1559000
1969,10,群馬県,1643000
1969,11,埼玉県,3670000
1969,12,千葉県,3195000
1969,13,東京都,11367000
1969,14,神奈川県,5240000
1969,15,新潟県,2368000
1969,16,富山県,1025000
1969,17,石川県,995000
1969,18,福井県,743000
1969,19,山梨県,762000
1969,20,長野県,1953000
1969,21,岐阜県,1739000
1969,22,静岡県,3049000
1969,23,愛知県,5258000
1969,24,三重県,1532000
1969,25,滋賀県,875000
1969,26,京都府,2218000
1969,27,大阪府,7424000
1969,28,兵庫県,4584000
1969,29,奈良県,902000
1969,30,和歌山県,1040000
1969,31,鳥取県,570000
1969,32,島根県,782000
1969,33,岡山県,1686000
1969,34,広島県,2403000
1969,35,山口県,1513000
1969,36,徳島県,794000
1969,37,香川県,903000
1969,38,愛媛県,1421000
1969,39,高知県,791000
1969,40,福岡県,4020000
1969,41,佐賀県,844000
1969,42,長崎県,1597000
1969,43,熊本県,1725000
1969,44,大分県,1158000
1969,45,宮崎県,1062000
1969,46,鹿児島県,1762000
1969,47,沖縄県,
1970,01,北海道,5184287
1970,02,青森県,1427520
1970,03,岩手県,1371383
1970,04,宮城県,1819223
1970,05,秋田県,1241376
1970,06,山形県,1225618
1970,07,福島県,1946077
1970,08,茨城県,2143551
1970,09,栃木県,1580021
1970,10,群馬県,1658909
1970,11,埼玉県,3866472
1970,12,千葉県,3366624
1970,13,東京都,11408071
1970,14,神奈川県,5472247
1970,15,新潟県,2360982
1970,16,富山県,1029695
1970,17,石川県,1002420
1970,18,福井県,744230
1970,19,山梨県,762029
1970,20,長野県,1956917
1970,21,岐阜県,1758954
1970,22,静岡県,3089895
1970,23,愛知県,5386163
1970,24,三重県,1543083
1970,25,滋賀県,889768
1970,26,京都府,2250087
1970,27,大阪府,7620480
1970,28,兵庫県,4667928
1970,29,奈良県,930160
1970,30,和歌山県,1042736
1970,31,鳥取県,568777
1970,32,島根県,773575
1970,33,岡山県,1707026
1970,34,広島県,2436135
1970,35,山口県,1511448
1970,36,徳島県,791111
1970,37,香川県,907897
1970,38,愛媛県,1418124
1970,39,高知県,786882
1970,40,福岡県,4027416
1970,41,佐賀県,838468
1970,42,長崎県,1570245
1970,43,熊本県,1700229
1970,44,大分県,1155566
1970,45,宮崎県,1051105
1970,46,鹿児島県,1729150
1970,47,沖縄県,945111
1971,01,北海道,5186000
1971,02,青森県,1429000
1971,03,岩手県,1366000
1971,04,宮城県,1839000
1971,05,秋田県,1234000
1971,06,山形県,1219000
1971,07,福島県,1942000
1971,08,茨城県,2180000
1971,09,栃木県,1605000
1971,10,群馬県,1676000
1971,11,埼玉県,4062000
1971,12,千葉県,3524000
1971,13,東京都,11520000
1971,14,神奈川県,5712000
1971,15,新潟県,2357000
1971,16,富山県,1036000
1971,17,石川県,1012000
1971,18,福井県,748000
1971,19,山梨県,765000
1971,20,長野県,1966000
1971,21,岐阜県,1780000
1971,22,静岡県,3137000
1971,23,愛知県,5527000
1971,24,三重県,1558000
1971,25,滋賀県,909000
1971,26,京都府,2281000
1971,27,大阪府,7805000
1971,28,兵庫県,4740000
1971,29,奈良県,959000
1971,30,和歌山県,1047000
1971,31,鳥取県,568000
1971,32,島根県,767000
1971,33,岡山県,1732000
1971,34,広島県,2480000
1971,35,山口県,1515000
1971,36,徳島県,791000
1971,37,香川県,916000
1971,38,愛媛県,1423000
1971,39,高知県,787000
1971,40,福岡県,4056000
1971,41,佐賀県,831000
1971,42,長崎県,1560000
1971,43,熊本県,1681000
1971,44,大分県,1163000
1971,45,宮崎県,1046000
1971,46,鹿児島県,1710000
1971,47,沖縄県,
1972,01,北海道,5205000
1972,02,青森県,1436000
1972,03,岩手県,1366000
1972,04,宮城県,1861000
1972,05,秋田県,1230000
1972,06,山形県,1215000
1972,07,福島県,1943000
1972,08,茨城県,2210000
1972,09,栃木県,1627000
1972,10,群馬県,1695000
1972,11,埼玉県,4266000
1972,12,千葉県,3677000
1972,13,東京都,11611000
1972,14,神奈川県,5926000
1972,15,新潟県,2358000
1972,16,富山県,1044000
1972,17,石川県,1024000
1972,18,福井県,753000
1972,19,山梨県,769000
1972,20,長野県,1977000
1972,21,岐阜県,1803000
1972,22,静岡県,3180000
1972,23,愛知県,5645000
1972,24,三重県,1575000
1972,25,滋賀県,925000
1972,26,京都府,2323000
1972,27,大阪府,7962000
1972,28,兵庫県,4813000
1972,29,奈良県,993000
1972,30,和歌山県,1054000
1972,31,鳥取県,570000
1972,32,島根県,764000
1972,33,岡山県,1753000
1972,34,広島県,2529000
1972,35,山口県,1523000
1972,36,徳島県,794000
1972,37,香川県,926000
1972,38,愛媛県,1431000
1972,39,高知県,792000
1972,40,福岡県,4100000
1972,41,佐賀県,827000
1972,42,長崎県,1555000
1972,43,熊本県,1673000
1972,44,大分県,1167000
1972,45,宮崎県,1049000
1972,46,鹿児島県,1705000
1972,47,沖縄県,970000
1973,01,北海道,5234000
1973,02,青森県,1444000
1973,03,岩手県,1369000
1973,04,宮城県,1891000
1973,05,秋田県,1227000
1973,06,山形県,1214000
1973,07,福島県,1949000
1973,08,茨城県,2251000
1973,09,栃木県,1653000
1973,10,群馬県,1718000
1973,11,埼玉県,4475000
1973,12,千葉県,3844000
1973,13,東京都,11639000
1973,14,神奈川県,6107000
1973,15,新潟県,2365000
1973,16,富山県,1053000
1973,17,石川県,1040000
1973,18,福井県,761000
1973,19,山梨県,773000
1973,20,長野県,1991000
1973,21,岐阜県,1826000
1973,22,静岡県,3230000
1973,23,愛知県,5757000
1973,24,三重県,1592000
1973,25,滋賀県,944000
1973,26,京都府,2364000
1973,27,大阪府,8083000
1973,28,兵庫県,4880000
1973,29,奈良県,1029000
1973,30,和歌山県,1060000
1973,31,鳥取県,573000
1973,32,島根県,766000
1973,33,岡山県,1772000
1973,34,広島県,2577000
1973,35,山口県,1532000
1973,36,徳島県,797000
1973,37,香川県,938000
1973,38,愛媛県,1440000
1973,39,高知県,798000
1973,40,福岡県,4156000
1973,41,佐賀県,827000
1973,42,長崎県,1554000
1973,43,熊本県,1681000
1973,44,大分県,1171000
1973,45,宮崎県,1057000
1973,46,鹿児島県,1708000
1973,47,沖縄県,995000
1974,01,北海道,5283000
1974,02,青森県,1454000
1974,03,岩手県,1375000
1974,04,宮城県,1924000
1974,05,秋田県,1228000
1974,06,山形県,1216000
1974,07,福島県,1960000
1974,08,茨城県,2298000
1974,09,栃木県,1678000
1974,10,群馬県,1740000
1974,11,埼玉県,4658000
1974,12,千葉県,4007000
1974,13,東京都,11647000
1974,14,神奈川県,6264000
1974,15,新潟県,2377000
1974,16,富山県,1063000
1974,17,石川県,1056000
1974,18,福井県,768000
1974,19,山梨県,778000
1974,20,長野県,2006000
1974,21,岐阜県,1848000
1974,22,静岡県,3273000
1974,23,愛知県,5851000
1974,24,三重県,1610000
1974,25,滋賀県,966000
1974,26,京都府,2396000
1974,27,大阪府,8190000
1974,28,兵庫県,4941000
1974,29,奈良県,1056000
1974,30,和歌山県,1066000
1974,31,鳥取県,578000
1974,32,島根県,767000
1974,33,岡山県,1795000
1974,34,広島県,2615000
1974,35,山口県,1542000
1974,36,徳島県,801000
1974,37,香川県,951000
1974,38,愛媛県,1452000
1974,39,高知県,802000
1974,40,福岡県,4215000
1974,41,佐賀県,832000
1974,42,長崎県,1562000
1974,43,熊本県,1697000
1974,44,大分県,1179000
1974,45,宮崎県,1072000
1974,46,鹿児島県,1714000
1974,47,沖縄県,1021000
1975,01,北海道,5338206
1975,02,青森県,1468646
1975,03,岩手県,1385563
1975,04,宮城県,1955267
1975,05,秋田県,1232481
1975,06,山形県,1220302
1975,07,福島県,1970616
1975,08,茨城県,2342198
1975,09,栃木県,1698003
1975,10,群馬県,1756480
1975,11,埼玉県,4821340
1975,12,千葉県,4149147
1975,13,東京都,11673554
1975,14,神奈川県,6397748
1975,15,新潟県,2391938
1975,16,富山県,1070791
1975,17,石川県,1069872
1975,18,福井県,773599
1975,19,山梨県,783050
1975,20,長野県,2017564
1975,21,岐阜県,1867978
1975,22,静岡県,3308799
1975,23,愛知県,5923569
1975,24,三重県,1626002
1975,25,滋賀県,985621
1975,26,京都府,2424856
1975,27,大阪府,8278925
1975,28,兵庫県,4992140
1975,29,奈良県,1077491
1975,30,和歌山県,1072118
1975,31,鳥取県,581311
1975,32,島根県,768886
1975,33,岡山県,1814305
1975,34,広島県,2646324
1975,35,山口県,1555218
1975,36,徳島県,805166
1975,37,香川県,961292
1975,38,愛媛県,1465215
1975,39,高知県,808397
1975,40,福岡県,4292963
1975,41,佐賀県,837674
1975,42,長崎県,1571912
1975,43,熊本県,1715273
1975,44,大分県,1190314
1975,45,宮崎県,1085055
1975,46,鹿児島県,1723902
1975,47,沖縄県,1042572
1976,01,北海道,5395000
1976,02,青森県,1484000
1976,03,岩手県,1395000
1976,04,宮城県,1984000
1976,05,秋田県,1239000
1976,06,山形県,1227000
1976,07,福島県,1984000
1976,08,茨城県,2380000
1976,09,栃木県,1717000
1976,10,群馬県,1778000
1976,11,埼玉県,4964000
1976,12,千葉県,4267000
1976,13,東京都,11674000
1976,14,神奈川県,6510000
1976,15,新潟県,2406000
1976,16,富山県,1079000
1976,17,石川県,1082000
1976,18,福井県,779000
1976,19,山梨県,787000
1976,20,長野県,2033000
1976,21,岐阜県,1889000
1976,22,静岡県,3341000
1976,23,愛知県,5988000
1976,24,三重県,1638000
1976,25,滋賀県,1006000
1976,26,京都府,2452000
1976,27,大阪府,8330000
1976,28,兵庫県,5029000
1976,29,奈良県,1098000
1976,30,和歌山県,1077000
1976,31,鳥取県,586000
1976,32,島根県,771000
1976,33,岡山県,1829000
1976,34,広島県,2670000
1976,35,山口県,1564000
1976,36,徳島県,809000
1976,37,香川県,970000
1976,38,愛媛県,1476000
1976,39,高知県,814000
1976,40,福岡県,4353000
1976,41,佐賀県,842000
1976,42,長崎県,1576000
1976,43,熊本県,1731000
1976,44,大分県,1199000
1976,45,宮崎県,1100000
1976,46,鹿児島県,1735000
1976,47,沖縄県,1058000
1977,01,北海道,5443000
1977,02,青森県,1496000
1977,03,岩手県,1401000
1977,04,宮城県,2008000
1977,05,秋田県,1245000
1977,06,山形県,1234000
1977,07,福島県,1998000
1977,08,茨城県,2417000
1977,09,栃木県,1736000
1977,10,群馬県,1799000
1977,11,埼玉県,5091000
1977,12,千葉県,4382000
1977,13,東京都,11669000
1977,14,神奈川県,6616000
1977,15,新潟県,2417000
1977,16,富山県,1085000
1977,17,石川県,1091000
1977,18,福井県,783000
1977,19,山梨県,792000
1977,20,長野県,2048000
1977,21,岐阜県,1909000
1977,22,静岡県,3368000
1977,23,愛知県,6052000
1977,24,三重県,1649000
1977,25,滋賀県,1026000
1977,26,京都府,2474000
1977,27,大阪府,8373000
1977,28,兵庫県,5063000
1977,29,奈良県,1124000
1977,30,和歌山県,1080000
1977,31,鳥取県,591000
1977,32,島根県,775000
1977,33,岡山県,1840000
1977,34,広島県,2689000
1977,35,山口県,1573000
1977,36,徳島県,813000
1977,37,香川県,979000
1977,38,愛媛県,1486000
1977,39,高知県,819000
1977,40,福岡県,4411000
1977,41,佐賀県,848000
1977,42,長崎県,1582000
1977,43,熊本県,1747000
1977,44,大分県,1207000
1977,45,宮崎県,1114000
1977,46,鹿児島県,1747000
1977,47,沖縄県,1071000
1978,01,北海道,5490000
1978,02,青森県,1507000
1978,03,岩手県,1409000
1978,04,宮城県,2032000
1978,05,秋田県,1250000
1978,06,山形県,1241000
1978,07,福島県,2012000
1978,08,茨城県,2463000
1978,09,栃木県,1753000
1978,10,群馬県,1817000
1978,11,埼玉県,5208000
1978,12,千葉県,4508000
1978,13,東京都,11659000
1978,14,神奈川県,6728000
1978,15,新潟県,2428000
1978,16,富山県,1092000
1978,17,石川県,1100000
1978,18,福井県,787000
1978,19,山梨県,796000
1978,20,長野県,2062000
1978,21,岐阜県,1927000
1978,22,静岡県,3396000
1978,23,愛知県,6115000
1978,24,三重県,1661000
1978,25,滋賀県,1043000
1978,26,京都府,2494000
1978,27,大阪府,8412000
1978,28,兵庫県,5093000
1978,29,奈良県,1152000
1978,30,和歌山県,1084000
1978,31,鳥取県,595000
1978,32,島根県,779000
1978,33,岡山県,1850000
1978,34,広島県,2703000
1978,35,山口県,1579000
1978,36,徳島県,818000
1978,37,香川県,986000
1978,38,愛媛県,1493000
1978,39,高知県,824000
1978,40,福岡県,4460000
1978,41,佐賀県,854000
1978,42,長崎県,1587000
1978,43,熊本県,1763000
1978,44,大分県,1215000
1978,45,宮崎県,1127000
1978,46,鹿児島県,1760000
1978,47,沖縄県,1081000
1979,01,北海道,5535000
1979,02,青森県,1516000
1979,03,岩手県,1416000
1979,04,宮城県,2059000
1979,05,秋田県,1254000
1979,06,山形県,1247000
1979,07,福島県,2023000
1979,08,茨城県,2510000
1979,09,栃木県,1775000
1979,10,群馬県,1833000
1979,11,埼玉県,5318000
1979,12,千葉県,4626000
1979,13,東京都,11637000
1979,14,神奈川県,6832000
1979,15,新潟県,2439000
1979,16,富山県,1098000
1979,17,石川県,1110000
1979,18,福井県,791000
1979,19,山梨県,800000
1979,20,長野県,2074000
1979,21,岐阜県,1943000
1979,22,静岡県,3423000
1979,23,愛知県,6171000
1979,24,三重県,1672000
1979,25,滋賀県,1061000
1979,26,京都府,2512000
1979,27,大阪府,8445000
1979,28,兵庫県,5119000
1979,29,奈良県,1181000
1979,30,和歌山県,1086000
1979,31,鳥取県,600000
1979,32,島根県,782000
1979,33,岡山県,1861000
1979,34,広島県,2717000
1979,35,山口県,1583000
1979,36,徳島県,822000
1979,37,香川県,993000
1979,38,愛媛県,1500000
1979,39,高知県,829000
1979,40,福岡県,4506000
1979,41,佐賀県,860000
1979,42,長崎県,1588000
1979,43,熊本県,1777000
1979,44,大分県,1223000
1979,45,宮崎県,1141000
1979,46,鹿児島県,1773000
1979,47,沖縄県,1094000
1980,01,北海道,5575989
1980,02,青森県,1523907
1980,03,岩手県,1421927
1980,04,宮城県,2082320
1980,05,秋田県,1256745
1980,06,山形県,1251917
1980,07,福島県,2035272
1980,08,茨城県,2558007
1980,09,栃木県,1792201
1980,10,群馬県,1848562
1980,11,埼玉県,5420480
1980,12,千葉県,4735424
1980,13,東京都,11618281
1980,14,神奈川県,6924348
1980,15,新潟県,2451357
1980,16,富山県,1103459
1980,17,石川県,1119304
1980,18,福井県,794354
1980,19,山梨県,804256
1980,20,長野県,2083934
1980,21,岐阜県,1960107
1980,22,静岡県,3446804
1980,23,愛知県,6221638
1980,24,三重県,1686936
1980,25,滋賀県,1079898
1980,26,京都府,2527330
1980,27,大阪府,8473446
1980,28,兵庫県,5144892
1980,29,奈良県,1209365
1980,30,和歌山県,1087012
1980,31,鳥取県,604221
1980,32,島根県,784795
1980,33,岡山県,1871023
1980,34,広島県,2739161
1980,35,山口県,1587079
1980,36,徳島県,825261
1980,37,香川県,999864
1980,38,愛媛県,1506637
1980,39,高知県,831275
1980,40,福岡県,4553461
1980,41,佐賀県,865574
1980,42,長崎県,1590564
1980,43,熊本県,1790327
1980,44,大分県,1228913
1980,45,宮崎県,1151587
1980,46,鹿児島県,1784623
1980,47,沖縄県,1106559
1981,01,北海道,5605000
1981,02,青森県,1526000
1981,03,岩手県,1426000
1981,04,宮城県,2104000
1981,05,秋田県,1259000
1981,06,山形県,1255000
1981,07,福島県,2043000
1981,08,茨城県,2595000
1981,09,栃木県,1807000
1981,10,群馬県,1864000
1981,11,埼玉県,5520000
1981,12,千葉県,4834000
1981,13,東京都,11626000
1981,14,神奈川県,7022000
1981,15,新潟県,2459000
1981,16,富山県,1106000
1981,17,石川県,1127000
1981,18,福井県,798000
1981,19,山梨県,809000
1981,20,長野県,2093000
1981,21,岐阜県,1975000
1981,22,静岡県,3472000
1981,23,愛知県,6266000
1981,24,三重県,1702000
1981,25,滋賀県,1097000
1981,26,京都府,2539000
1981,27,大阪府,8509000
1981,28,兵庫県,5171000
1981,29,奈良県,1233000
1981,30,和歌山県,1088000
1981,31,鳥取県,607000
1981,32,島根県,787000
1981,33,岡山県,1881000
1981,34,広島県,2761000
1981,35,山口県,1592000
